,title,company,rating,search_city,location,salary,age,summary
1847,Graduate Data Analyst,more2,,London,London,,30+ days ago,Data manipulation: experience analysing large volumes of data and a basic understanding of database principles and efficiencies is desirable.
1848,Data Analyst - Field Sales,Pareto Law,3.5,London,Bromley,"£26,000 - £47,000 a year",4 days ago,"The Role: Graduate Data Analyst.Responsibilities as a Graduate Data Analyst:As a Graduate Data Analyst, you will join the front line of this multi-national…"
1849,MARKETING DATA ANALYST,Moriati,,London,Greater London,,30+ days ago,Our client is looking for a Marketing Data Analyst who recognises that data is the heart of the business.Carry out a weekly data audits of contact and lead…
1850,Data Officer,NFP People Limited,5.0,London,London N1,"£23,000 - £25,600 a year",18 days ago,"You may also have experience as Data Officer, Data Coordinator, Database Officer, Database Executive, Data Analyst, Data Manager, Administrator, Salesforce…"
1851,Data Analyst,Public Sector Information Ltd,,London,,"£18,000 a year",30+ days ago,Not be fazed by large amounts of data and be confident to add to it accurately.Have a professional but persuasive telephone manner.
1852,Data Analyst,SELDOC (South East London Doctors Cooperative),,London,,"£33,000 - £35,000 a year",30+ days ago,Currently working as a Junior Data Analyst or similar role.SELDOC Healthcare are now seeking a Data Analyst to join our team in Norbiton on a full-time basis.
1853,Data Analyst,inspiratia,,London,,,30+ days ago,"Previous experience as a data analyst or relevant quantitative role.A passion for data entry, mining & analysis.Proficiency in Excel and Word."
1854,Data Analyst,TalentPool,,London,,"£30,000 a year",15 days ago,We are on the lookout for a Data Analyst passionate about the role of data in informing business decisions and driving process creation and efficiencies across…
1855,Data Analyst,Public Sector Information Ltd,,London,,"£18,000 a year",30+ days ago,Not be fazed by large amounts of data and be confident to add to it accurately.Have a professional but persuasive telephone manner.
1856,Data Analyst Specialist,HungryPanda,5.0,London,,£8.30 - £10.00 an hour,9 days ago,"Have good data sensitivity, can extract effective information from massive data, and have experience in data analysis, cleaning and modeling."
1857,Data Analyst,SELDOC (South East London Doctors Cooperative),,London,,"£33,000 - £35,000 a year",30+ days ago,Currently working as a Junior Data Analyst or similar role.SELDOC Healthcare are now seeking a Data Analyst to join our team in Norbiton on a full-time basis.
1858,Data Analyst,inspiratia,,London,,,30+ days ago,"Previous experience as a data analyst or relevant quantitative role.A passion for data entry, mining & analysis.Proficiency in Excel and Word."
1859,Supporter Data Analyst,TPP Recruitment,,London,London,"£32,000 a year",3 days ago,Deliver business insight through data analysis.Extensive relevant experience in data analysis.Our client is looking for a Supporter Data Analyst who will…
1860,Marketing Data Analyst,DQNA,,London,London,,30+ days ago,We are looking for a Marketing Data Analyst to join our growing Analytics team in our London office.Ability to build and run data models.
1861,Data Analyst (Operations),Huntress,3.6,London,London,"£37,000 - £45,000 a year",17 days ago,"Are you a confident customer obsessed Data Analyst?This Analyst role will make use of your data skills, deep diving analysis knowledge, data modelling and your…"
1862,Excel Data Analyst - Inside IR35,GCS Recruitment Specialists Ltd,5.0,London,London,£350 - £400 a day,30+ days ago,I am looking for an Excel Data Analyst for a project starting in November.Duration: 3 Month initial contract.Rate: £400/day Inside of IR-35.
1863,Technical Data Analyst,IntoZetta,,London,London,,30+ days ago,"In-depth knowledge of data discovery, data profiling, data quality reporting and data cleansing.Experience of the full data migration life cycle including…"
1864,Commercial Data Analyst (12 Month FTC),Conde Nast,4.0,London,London,,30+ days ago,"We are seeking a Commercial Data Analyst to join this team, taking a lead position in analysing advertising, yield and product performance for internal and…"
1865,Data Analyst,ABA Research,,London,St Albans,,30+ days ago,We are looking for a Data Analyst with the drive to work on challenging and high-profile projects.Gain behind the scenes exposure to capturing research data.
1866,Data Analyst,Next Link,,London,London,,12 days ago,"Passion for data, and the know-how to wrangle large amounts of data.I am currently working with the world's largest Banking client who are looking for a Data…"
1867,Investment Data Analyst (VBA / SQL),Taylor James Resourcing,,London,London,"£40,000 - £55,000 a year",30+ days ago,We are looking for a Graduate Investment Data Analyst with at least two years Investment Data Analysis experience.Portfolio and Asset performance reporting.
1868,"Data Science Consultant, Data Analyst (London)",GreySpark Partners,,London,London,,30+ days ago,"DATA ANALYST DATA ANALYTICS DATA MODELLING DATA SCIENCE DATA SCIENTIST.Data Science Consultant, Data Analyst (London)."
1869,Data Analyst,TalentPool,,London,,"£30,000 a year",15 days ago,We are on the lookout for a Data Analyst passionate about the role of data in informing business decisions and driving process creation and efficiencies across…
1870,Data Analyst,Public Sector Information Ltd,,London,,"£18,000 a year",30+ days ago,Not be fazed by large amounts of data and be confident to add to it accurately.Have a professional but persuasive telephone manner.
1871,Data Analyst Specialist,HungryPanda,5.0,London,,£8.30 - £10.00 an hour,9 days ago,"Have good data sensitivity, can extract effective information from massive data, and have experience in data analysis, cleaning and modeling."
1872,Data Analyst,SELDOC (South East London Doctors Cooperative),,London,,"£33,000 - £35,000 a year",30+ days ago,Currently working as a Junior Data Analyst or similar role.SELDOC Healthcare are now seeking a Data Analyst to join our team in Norbiton on a full-time basis.
1873,Data Analyst,inspiratia,,London,,,30+ days ago,"Previous experience as a data analyst or relevant quantitative role.A passion for data entry, mining & analysis.Proficiency in Excel and Word."
1874,Data Analyst - Data Governance,McGregor Boyall,4.0,London,London,"£45,000 - £50,000 a year",30+ days ago,"Ensure compliance with data governance and data management policy.Provide business and data quality requirements, and controls framework for compliance data…"
1875,Data Analyst,Jenrick Group,,London,Canary Wharf,,30+ days ago,"Analyse business data requirements, identify data sources and document ETL rules for processing structured / unstructured data into the data warehouse/Big data."
1876,Data Analyst / Programmer,Mcgregor Boyall,4.0,London,London,,13 days ago,"Data Analyst / ProgrammerOur client, an asset manager is seeking an experienced Data Analyst / Programmer to join the team based in the London."
1877,Junior Analyst,Just IT Recruitment,1.0,London,London,,28 days ago,"The role is an entry-level analyst role and will provide general support to the Repertoire Data Analyst team.Proficient user of database systems (e.g. Access),…"
1878,Data Analyst,Deerfoot,,London,London,"£50,000 - £75,000 a year",30+ days ago,"Conversations sought from individuals who have perhaps held the following role titles: Data Analyst, Business Analyst, Business Data Analyst, Data Business…"
1879,"Data Analyst, London",Langley James IT Recruitment,,London,East London,"£45,000 a year",30+ days ago,"Data Analyst; London; Up to £45k.Data Analyst is required by the UK's leading POS and Outdoor Media Design company, based in Central London."
1880,Data Scientist,Curve,2.5,London,London WC1A,,30+ days ago,"Identify opportunities to roll out new data science methods, technologies and thinking, bringing in best practices from the global data science team."
1881,HR Data Analyst - Investments - London,The Ocean Partnership,,London,London,,30+ days ago,"Good data analysis / data analyst experience is a must.As a Data Analyst, you will take a active role in analysing and configuring large sets of data within…"
1882,Trade / Data Analyst,System Recruitment,,London,Woking,"£45,000 - £55,000 a year",30+ days ago,As Trade / Data Analyst you will have previous experience of data management and able to make decisions based on data.Please click apply now for more details.
1883,"Data Analyst Supply Chain - Weybridge, United Kingdom",Dentsply Sirona,3.7,London,Weybridge,,30+ days ago,"Analytical, data handling, attention to detail, able to produce clear and concise written conclusions from large amounts of data, cross-functional collaboration…"
1884,Data Analyst,TalentPool,,London,,"£30,000 a year",15 days ago,We are on the lookout for a Data Analyst passionate about the role of data in informing business decisions and driving process creation and efficiencies across…
1885,Data Analyst,Public Sector Information Ltd,,London,,"£18,000 a year",30+ days ago,Not be fazed by large amounts of data and be confident to add to it accurately.Have a professional but persuasive telephone manner.
